date,ore_plan_t,waste_plan_t,total_plan_t,ore_actual_t,waste_actual_t,total_actual_t,completion_rate,stripping_ratio
2025-07-15,41822.9,104557.4,146380.3,37664.9,98410.0,136074.9,92.96,2.613
2025-07-16,41844.2,104610.4,146454.5,41480.3,109313.6,150793.9,102.96,2.635
2025-07-17,41867.8,104669.4,146537.2,41634.4,107087.9,148722.2,101.49,2.572
2025-07-18,41893.8,104734.4,146628.2,42191.0,107682.2,149873.2,102.21,2.552
2025-07-19,41922.1,104805.2,146727.3,42888.1,108295.3,151183.3,103.04,2.525
2025-07-20,41952.8,104881.9,146834.6,41514.2,96812.6,138326.8,94.21,2.332
2025-07-21,41985.7,104964.2,146949.9,41420.1,104817.2,146237.3,99.52,2.531
2025-07-22,42020.9,105052.2,147073.1,43796.7,105865.5,149662.2,101.76,2.417
2025-07-23,42058.3,105145.7,147204.0,42230.4,107273.8,149504.2,101.56,2.54
2025-07-24,42097.8,105244.6,147342.4,42229.0,105147.0,147376.0,100.02,2.49
2025-07-25,42139.5,105348.8,147488.4,40844.9,105463.9,146308.8,99.2,2.582
2025-07-26,42183.3,105458.3,147641.6,40941.3,107067.9,148009.2,100.25,2.615
2025-07-27,42229.1,105572.8,147802.0,43065.8,109948.7,153014.5,103.53,2.553
2025-07-28,42277.0,105692.4,147969.3,43436.5,109615.7,153052.2,103.44,2.524
2025-07-29,42326.7,105816.8,148143.5,43409.5,111374.6,154784.1,104.48,2.566
2025-07-30,42378.4,105946.0,148324.4,42865.6,103355.5,146221.1,98.58,2.411
2025-07-31,42431.9,106079.8,148511.7,41382.9,108109.9,149492.8,100.66,2.612
2025-08-01,42487.2,106218.1,148705.3,43093.6,103680.8,146774.5,98.7,2.406
2025-08-02,42544.3,106360.7,148905.0,39922.0,105338.4,145260.4,97.55,2.639
2025-08-03,42603.0,106507.6,149110.7,45745.5,113090.8,158836.3,106.52,2.472
2025-08-04,42663.4,106658.6,149322.0,46124.6,115909.1,162033.7,108.51,2.513
2025-08-05,42725.4,106813.5,149538.9,45486.9,112317.0,157803.9,105.53,2.469
2025-08-06,42788.9,106972.2,149761.1,46520.7,115806.6,162327.3,108.39,2.489
2025-08-07,42853.9,107134.6,149988.5,46660.5,119701.0,166361.6,110.92,2.565
2025-08-08,42920.2,107300.5,150220.7,43350.8,115736.7,159087.5,105.9,2.67
2025-08-09,42987.9,107469.8,150457.7,43132.8,106952.0,150084.8,99.75,2.48
2025-08-10,43056.9,107642.3,150699.2,43181.8,114007.6,157189.3,104.31,2.64
2025-08-11,43127.1,107817.8,150944.9,41828.2,99487.5,141315.7,93.62,2.378
2025-08-12,43198.5,107996.2,151194.7,42130.1,108444.7,150574.8,99.59,2.574
2025-08-13,43270.9,108177.4,151448.3,43441.5,103281.6,146723.1,96.88,2.377
2025-08-14,43344.4,108361.1,151705.5,44069.4,112875.4,156944.8,103.45,2.561
2025-08-15,43418.9,108547.2,151966.1,40441.2,103617.4,144058.6,94.8,2.562
2025-08-16,43494.3,108735.6,152229.9,40336.1,100515.0,140851.1,92.53,2.492
2025-08-17,43570.5,108926.2,152496.6,41721.4,101487.7,143209.0,93.91,2.433
2025-08-18,43647.4,109118.6,152766.0,44321.7,107967.4,152289.1,99.69,2.436
2025-08-19,43725.1,109312.8,153037.9,41803.1,105286.7,147089.8,96.11,2.519
2025-08-20,43803.4,109508.6,153312.1,43289.0,106544.3,149833.2,97.73,2.461
2025-08-21,43882.3,109705.9,153588.2,40195.9,101875.4,142071.3,92.5,2.534
2025-08-22,43961.8,109904.4,153866.2,42596.7,110292.9,152889.6,99.37,2.589
2025-08-23,44041.6,110104.1,154145.7,45949.8,112830.5,158780.3,103.01,2.456
2025-08-24,44121.9,110304.7,154426.5,47427.3,120132.1,167559.4,108.5,2.533
2025-08-25,44202.4,110506.0,154708.5,46366.7,113504.1,159870.8,103.34,2.448
2025-08-26,44283.2,110708.1,154991.3,46519.5,115426.7,161946.2,104.49,2.481
2025-08-27,44364.2,110910.6,155274.8,45448.2,107643.9,153092.1,98.59,2.368
2025-08-28,44445.3,111113.4,155558.7,43842.5,107421.3,151263.8,97.24,2.45
2025-08-29,44526.5,111316.3,155842.8,44326.7,111599.2,155925.9,100.05,2.518
2025-08-30,44607.7,111519.3,156127.0,44525.9,110995.2,155521.1,99.61,2.493
2025-08-31,44688.8,111722.0,156410.9,46104.5,114336.9,160441.3,102.58,2.48
2025-09-01,44769.8,111924.5,156694.3,46405.7,111569.8,157975.5,100.82,2.404
2025-09-02,44850.6,112126.5,156977.1,46434.3,118156.3,164590.6,104.85,2.545
2025-09-03,44931.2,112327.9,157259.0,47830.3,119190.4,167020.7,106.21,2.492
2025-09-04,45011.4,112528.5,157539.9,43617.5,106142.9,149760.5,95.06,2.433
2025-09-05,45091.3,112728.2,157819.5,47551.5,111401.3,158952.8,100.72,2.343
2025-09-06,45170.8,112926.9,158097.6,45794.5,112872.3,158666.9,100.36,2.465
2025-09-07,45249.7,113124.3,158374.1,43284.9,112412.7,155697.6,98.31,2.597
2025-09-08,45328.2,113320.5,158648.7,44849.5,103013.7,147863.2,93.2,2.297
2025-09-09,45406.1,113515.1,158921.2,46329.1,121554.9,167884.0,105.64,2.624
2025-09-10,45483.3,113708.2,159191.5,48392.1,122381.7,170773.7,107.28,2.529
2025-09-11,45559.8,113899.6,159459.4,47587.3,114851.3,162438.6,101.87,2.413
2025-09-12,45635.6,114089.1,159724.7,45840.6,112738.4,158579.0,99.28,2.459
2025-09-13,45710.6,114276.6,159987.3,47234.6,111121.8,158356.4,98.98,2.353
2025-09-14,45784.8,114462.1,160246.9,42521.0,106635.4,149156.4,93.08,2.508
2025-09-15,45858.1,114645.3,160503.4,42705.9,105396.6,148102.5,92.27,2.468
2025-09-16,45930.5,114826.2,160756.7,45000.3,118640.1,163640.4,101.79,2.636
2025-09-17,46001.9,115004.7,161006.6,46100.2,113981.2,160081.3,99.43,2.472
2025-09-18,46072.3,115180.7,161253.0,46356.0,110936.2,157292.3,97.54,2.393
2025-09-19,46141.6,115354.1,161495.7,49712.4,119820.0,169532.4,104.98,2.41
2025-09-20,46209.9,115524.8,161734.7,45476.6,112463.6,157940.2,97.65,2.473
2025-09-21,46277.0,115692.6,161969.6,46406.9,115094.6,161501.5,99.71,2.48
2025-09-22,46343.0,115857.5,162200.6,47742.6,116428.2,164170.8,101.21,2.439
2025-09-23,46407.8,116019.5,162427.3,42361.7,113472.7,155834.5,95.94,2.679
2025-09-24,46471.4,116178.4,162649.8,49044.1,123843.1,172887.2,106.29,2.525
2025-09-25,46533.7,116334.2,162867.9,50724.4,127913.8,178638.1,109.68,2.522
2025-09-26,46594.7,116486.8,163081.5,49042.2,120387.3,169429.5,103.89,2.455
2025-09-27,46654.5,116636.2,163290.6,44791.5,111224.9,156016.4,95.55,2.483
2025-09-28,46712.9,116782.2,163495.0,46246.6,114695.3,160941.9,98.44,2.48
2025-09-29,46769.9,116924.8,163694.7,47092.8,112175.4,159268.3,97.3,2.382
2025-09-30,46825.6,117064.0,163889.6,46125.3,119612.2,165737.5,101.13,2.593
2025-10-01,46879.9,117199.8,164079.7,47538.0,117309.2,164847.2,100.47,2.468
2025-10-02,46932.8,117332.0,164264.8,47332.9,119237.4,166570.4,101.4,2.519
2025-10-03,46984.3,117460.7,164444.9,48463.6,120519.9,168983.5,102.76,2.487
2025-10-04,47034.3,117585.8,164620.1,47457.2,117780.8,165238.0,100.38,2.482
2025-10-05,47082.9,117707.3,164790.2,46650.0,116123.5,162773.5,98.78,2.489
2025-10-06,47130.0,117825.1,164955.2,50415.4,126361.4,176776.8,107.17,2.506
2025-10-07,47175.7,117939.3,165115.1,50059.0,129895.8,179954.9,108.99,2.595
2025-10-08,47220.0,118049.9,165269.8,49075.3,122299.3,171374.6,103.69,2.492
2025-10-09,47262.7,118156.8,165419.5,47830.3,124953.9,172784.3,104.45,2.612
2025-10-10,47304.0,118260.0,165564.0,46755.9,121634.8,168390.7,101.71,2.601
2025-10-11,47343.8,118359.5,165703.3,46737.9,116016.8,162754.7,98.22,2.482
2025-10-12,47382.2,118455.4,165837.5,46923.8,109310.7,156234.5,94.21,2.33
2025-10-13,47419.0,118547.6,165966.6,45050.1,119033.5,164083.6,98.87,2.642
2025-10-14,47454.5,118636.2,166090.6,46735.8,114510.4,161246.2,97.08,2.45
2025-10-15,47488.5,118721.1,166209.6,48876.7,119051.9,167928.6,101.03,2.436
2025-10-16,47521.0,118802.5,166323.5,45816.8,117673.2,163490.0,98.3,2.568
2025-10-17,47552.1,118880.3,166432.4,43269.2,111683.3,154952.5,93.1,2.581
2025-10-18,47581.8,118954.5,166536.3,42819.6,111882.0,154701.6,92.89,2.613
2025-10-19,47610.1,119025.2,166635.3,42287.2,109884.2,152171.3,91.32,2.599
2025-10-20,47637.0,119092.5,166729.5,42474.3,103423.7,145898.1,87.51,2.435
2025-10-21,47662.5,119156.4,166818.9,45354.6,111452.7,156807.3,94.0,2.457
2025-10-22,47686.7,119216.8,166903.6,46907.4,106187.2,153094.6,91.73,2.264
2025-10-23,47709.6,119274.0,166983.6,45455.5,113315.5,158771.0,95.08,2.493
2025-10-24,47731.2,119327.9,167059.0,49225.3,118424.0,167649.3,100.35,2.406
2025-10-25,47751.4,119378.6,167130.0,46672.8,121933.0,168605.8,100.88,2.613
2025-10-26,47770.4,119426.1,167196.6,47001.2,115507.0,162508.2,97.2,2.458
2025-10-27,47788.2,119470.6,167258.8,29390.6,71218.8,100609.4,60.15,2.423
2025-10-28,47804.8,119512.0,167316.8,48673.6,124345.8,173019.4,103.41,2.555
2025-10-29,47820.2,119550.6,167370.8,45766.5,119418.2,165184.6,98.69,2.609
2025-10-30,47834.5,119586.2,167420.7,45375.5,120643.8,166019.2,99.16,2.659
2025-10-31,47847.6,119619.1,167466.7,45288.1,112022.5,157310.6,93.94,2.474
2025-11-01,47859.7,119649.3,167509.0,47328.8,118129.0,165457.8,98.78,2.496
2025-11-02,47870.7,119676.8,167547.5,47990.7,121812.3,169803.0,101.35,2.538
2025-11-03,47880.7,119701.8,167582.6,45478.3,108691.4,154169.7,92.0,2.39
2025-11-04,47889.8,119724.4,167614.2,46324.8,114095.1,160419.9,95.71,2.463
2025-11-05,47897.9,119744.7,167642.5,45155.8,114398.8,159554.6,95.18,2.533
2025-11-06,47905.1,119762.6,167667.7,45783.2,115989.1,161772.3,96.48,2.533
2025-11-07,47911.4,119778.4,167689.8,48569.3,122513.0,171082.3,102.02,2.522
2025-11-08,47916.9,119792.2,167709.0,53375.6,129982.5,183358.1,109.33,2.435
2025-11-09,47921.6,119803.9,167725.5,46551.6,114731.3,161283.0,96.16,2.465
2025-11-10,47925.5,119813.8,167739.4,44635.2,110190.1,154825.3,92.3,2.469
2025-11-11,47928.8,119822.0,167750.8,46146.0,119359.1,165505.1,98.66,2.587
2025-11-12,47931.4,119828.4,167759.8,48508.0,127046.6,175554.7,104.65,2.619
2025-11-13,47933.3,119833.3,167766.7,47977.3,119643.6,167620.9,99.91,2.494
2025-11-14,47934.7,119836.8,167771.5,50918.7,129931.2,180849.8,107.8,2.552
2025-11-15,47935.5,119838.9,167774.4,49567.7,125979.4,175547.1,104.63,2.542
2025-11-16,47935.9,119839.7,167775.6,44697.6,113379.1,158076.6,94.22,2.537
2025-11-17,47935.8,119839.4,167775.2,44253.0,111231.3,155484.3,92.67,2.514
2025-11-18,47935.2,119838.1,167773.3,48530.1,128210.5,176740.6,105.34,2.642
2025-11-19,47934.3,119835.8,167770.1,51994.3,129171.1,181165.4,107.98,2.484
2025-11-20,47933.1,119832.7,167765.8,50157.0,120304.5,170461.4,101.61,2.399
2025-11-21,47931.6,119828.9,167760.5,48075.8,124700.5,172776.3,102.99,2.594
2025-11-22,47929.8,119824.5,167754.3,47402.0,122577.6,169979.6,101.33,2.586
2025-11-23,47927.8,119819.6,167747.4,45151.6,118903.5,164055.1,97.8,2.633
2025-11-24,47925.7,119814.3,167740.0,50437.6,126561.1,176998.7,105.52,2.509
2025-11-25,47923.5,119808.7,167732.1,48546.3,123717.7,172264.1,102.7,2.548
2025-11-26,47921.1,119802.8,167724.0,48045.2,119596.0,167641.2,99.95,2.489
2025-11-27,47918.8,119796.9,167715.7,50348.9,128830.2,179179.1,106.84,2.559
2025-11-28,47916.4,119791.0,167707.5,47474.7,120370.9,167845.6,100.08,2.535
2025-11-29,47914.1,119785.2,167699.3,46177.7,111523.0,157700.7,94.04,2.415
2025-11-30,47911.9,119779.7,167691.5,49447.1,124958.8,174405.8,104.0,2.527
2025-12-01,47909.7,119774.4,167684.1,50834.1,130187.4,181021.5,107.95,2.561
2025-12-02,47907.8,119769.5,167677.3,47211.3,116502.7,163713.9,97.64,2.468
2025-12-03,47906.0,119765.1,167671.1,46893.6,116740.3,163633.8,97.59,2.489
2025-12-04,47904.5,119761.2,167665.7,48789.5,121740.2,170529.7,101.71,2.495
2025-12-05,47903.2,119758.0,167661.3,47203.4,117814.3,165017.7,98.42,2.496
2025-12-06,47902.2,119755.6,167657.9,51419.9,121524.1,172944.0,103.15,2.363
2025-12-07,47901.6,119754.0,167655.6,49559.5,126116.6,175676.2,104.78,2.545
2025-12-08,47901.3,119753.3,167654.6,50511.3,127400.5,177911.8,106.12,2.522
2025-12-09,47901.4,119753.6,167655.1,47552.5,116845.5,164398.0,98.06,2.457
2025-12-10,47902.0,119755.0,167657.0,48964.6,123523.2,172487.8,102.88,2.523
2025-12-11,47903.0,119757.5,167660.4,48368.2,118307.0,166675.2,99.41,2.446
2025-12-12,47904.5,119761.1,167665.6,50269.5,114804.9,165074.4,98.45,2.284
2025-12-13,47906.4,119766.1,167672.5,46084.1,116085.5,162169.6,96.72,2.519
2025-12-14,47908.9,119772.4,167681.3,46166.8,115864.6,162031.4,96.63,2.51
2025-12-15,47912.0,119780.0,167692.0,46575.6,116418.5,162994.1,97.2,2.5
2025-12-16,47915.7,119789.1,167704.8,42107.7,111812.1,153919.8,91.78,2.655
2025-12-17,47919.9,119799.7,167719.6,46557.1,111844.9,158402.0,94.44,2.402
2025-12-18,47924.7,119811.9,167736.6,46130.8,115970.3,162101.0,96.64,2.514
2025-12-19,47930.2,119825.6,167755.8,43988.6,106704.3,150692.9,89.83,2.426
2025-12-20,47936.4,119840.9,167777.3,46905.2,118728.8,165634.0,98.72,2.531
2025-12-21,47943.2,119857.9,167801.1,46590.4,122332.6,168923.1,100.67,2.626
2025-12-22,47950.6,119876.6,167827.2,46874.6,106918.5,153793.0,91.64,2.281
2025-12-23,47958.8,119897.0,167855.8,43741.4,112018.3,155759.7,92.79,2.561
2025-12-24,47967.7,119919.2,167886.8,48274.6,114055.2,162329.8,96.69,2.363
2025-12-25,47977.2,119943.1,167920.3,44787.1,115508.8,160295.9,95.46,2.579
2025-12-26,47987.5,119968.8,167956.3,44031.6,109764.4,153796.0,91.57,2.493
2025-12-27,47998.5,119996.3,167994.8,44282.9,109379.2,153662.0,91.47,2.47
2025-12-28,48010.2,120025.6,168035.8,46199.6,116166.0,162365.5,96.63,2.514
2025-12-29,48022.7,120056.7,168079.4,46070.7,115687.3,161758.0,96.24,2.511
2025-12-30,48035.9,120089.6,168125.5,49456.3,122804.5,172260.8,102.46,2.483
2025-12-31,48049.7,120124.4,168174.1,52043.1,131483.9,183527.0,109.13,2.526
2026-01-01,50467.6,126168.9,176636.5,52364.0,137980.3,190344.3,107.76,2.635
2026-01-02,50483.7,126209.1,176692.8,52994.5,133221.3,186215.8,105.39,2.514
2026-01-03,50500.5,126251.2,176751.7,51879.8,132049.1,183928.9,104.06,2.545
2026-01-04,50518.0,126295.1,176813.1,50775.2,125785.6,176560.9,99.86,2.477
2026-01-05,50536.3,126340.8,176877.1,49518.5,125239.7,174758.2,98.8,2.529
2026-01-06,50555.3,126388.3,176943.6,51935.5,138501.6,190437.2,107.63,2.667
2026-01-07,50575.0,126437.5,177012.5,48839.2,120772.1,169611.4,95.82,2.473
2026-01-08,50595.4,126488.4,177083.7,50404.7,124616.2,175021.0,98.84,2.472
2026-01-09,50616.4,126541.0,177157.3,51551.0,125511.8,177062.8,99.95,2.435
2026-01-10,50638.1,126595.1,177233.2,52331.9,127308.5,179640.4,101.36,2.433
2026-01-11,50660.3,126650.9,177311.2,52302.7,131228.0,183530.7,103.51,2.509
2026-01-12,50683.2,126708.1,177391.4,50398.5,128867.0,179265.5,101.06,2.557
2026-01-13,50706.7,126766.8,177473.5,51590.6,125524.3,177114.9,99.8,2.433
2026-01-14,50730.7,126826.8,177557.6,52176.4,128292.9,180469.3,101.64,2.459
2026-01-15,50755.3,126888.2,177643.5,50969.7,129058.7,180028.3,101.34,2.532
2026-01-16,50780.3,126950.8,177731.1,48575.3,117693.6,166268.9,93.55,2.423
2026-01-17,50805.8,127014.5,177820.4,47888.2,114931.0,162819.2,91.56,2.4
2026-01-18,50831.8,127079.4,177911.1,50533.3,130818.8,181352.1,101.93,2.589
2026-01-19,50858.1,127145.2,178003.3,51866.9,137276.7,189143.6,106.26,2.647
2026-01-20,50884.8,127212.0,178096.8,50295.8,135839.8,186135.6,104.51,2.701
2026-01-21,50911.8,127279.6,178191.4,51259.4,134062.8,185322.3,104.0,2.615
2026-01-22,50939.2,127347.9,178287.0,52553.2,131384.5,183937.7,103.17,2.5
2026-01-23,50966.7,127416.8,178383.6,51234.4,128079.8,179314.2,100.52,2.5
2026-01-24,50994.5,127486.3,178480.9,47193.8,116913.3,164107.1,91.95,2.477
2026-01-25,51022.5,127556.3,178578.8,48388.9,122022.5,170411.5,95.43,2.522
2026-01-26,51050.6,127626.5,178677.1,53239.3,135304.1,188543.4,105.52,2.541
2026-01-27,51078.8,127697.0,178775.8,55039.8,134417.5,189457.2,105.97,2.442
2026-01-28,51107.0,127767.6,178874.6,53021.1,129735.2,182756.3,102.17,2.447
2026-01-29,51135.3,127838.2,178973.5,52480.8,129088.9,181569.7,101.45,2.46
2026-01-30,51163.5,127908.7,179072.2,53659.2,127804.8,181464.1,101.34,2.382
2026-01-31,51191.6,127979.0,179170.6,54375.2,133359.4,187734.5,104.78,2.453
2026-02-01,51219.6,128048.9,179268.5,52163.9,137497.3,189661.2,105.8,2.636
2026-02-02,51247.4,128118.4,179365.8,52897.0,131413.6,184310.6,102.76,2.484
2026-02-03,51274.9,128187.3,179462.2,55020.6,136781.2,191801.8,106.88,2.486
2026-02-04,51302.2,128255.5,179557.7,48123.6,127264.0,175387.7,97.68,2.645
2026-02-05,51329.2,128322.9,179652.0,51645.8,115116.0,166761.9,92.82,2.229
2026-02-06,51355.7,128389.3,179745.0,53314.7,130756.3,184071.1,102.41,2.453
2026-02-07,51381.9,128454.6,179836.5,50513.5,127507.3,178020.8,98.99,2.524
2026-02-08,51407.5,128518.8,179926.3,56577.8,148606.1,205183.9,114.04,2.627
2026-02-09,51432.6,128581.6,180014.2,49673.5,121373.9,171047.4,95.02,2.443
2026-02-10,51457.2,128642.9,180100.1,52121.3,129753.6,181874.9,100.99,2.489
2026-02-11,51481.1,128702.7,180183.7,51111.8,133047.6,184159.4,102.21,2.603
2026-02-12,51504.3,128760.7,180265.0,51591.5,127213.0,178804.5,99.19,2.466
2026-02-13,51526.8,128816.9,180343.6,52429.5,137419.7,189849.2,105.27,2.621
2026-02-14,51548.4,128871.1,180419.5,49005.9,121926.9,170932.8,94.74,2.488
2026-02-15,51569.3,128923.2,180492.5,53099.2,137593.4,190692.7,105.65,2.591
2026-02-16,51589.2,128973.1,180562.4,50758.0,124110.8,174868.8,96.85,2.445
2026-02-17,51608.3,129020.7,180628.9,48969.8,126098.5,175068.3,96.92,2.575
2026-02-18,51626.3,129065.7,180692.0,51633.7,134818.1,186451.9,103.19,2.611
2026-02-19,51643.3,129108.2,180751.5,53893.9,128998.9,182892.8,101.18,2.394
2026-02-20,51659.2,129147.9,180807.1,53172.0,129694.3,182866.3,101.14,2.439
2026-02-21,51673.9,129184.8,180858.7,51894.5,132250.7,184145.2,101.82,2.548
2026-02-22,51687.5,129218.7,180906.2,51577.3,127177.2,178754.5,98.81,2.466
2026-02-23,51699.8,129249.6,180949.4,54303.9,135441.7,189745.6,104.86,2.494
2026-02-24,51710.9,129277.2,180988.1,52608.1,137078.2,189686.3,104.81,2.606
2026-02-25,51720.6,129301.5,181022.1,51714.1,127484.4,179198.5,98.99,2.465
2026-02-26,51729.0,129322.4,181051.3,49821.3,126073.0,175894.4,97.15,2.531
2026-02-27,51735.9,129339.7,181075.6,52503.5,133705.6,186209.1,102.83,2.547
2026-02-28,51741.4,129353.4,181094.8,49809.0,122766.8,172575.8,95.3,2.465
2026-03-01,51745.3,129363.4,181108.7,50432.3,125985.9,176418.2,97.41,2.498
2026-03-02,51747.8,129369.5,181117.2,46761.1,123817.2,170578.3,94.18,2.648
2026-03-03,51748.6,129371.6,181120.2,51164.0,134593.5,185757.5,102.56,2.631
2026-03-04,51747.9,129369.7,181117.6,48128.6,123910.0,172038.6,94.99,2.575
2026-03-05,51745.4,129363.6,181109.1,46907.5,118488.0,165395.5,91.32,2.526
2026-03-06,51741.3,129353.3,181094.7,49866.2,120415.5,170281.7,94.03,2.415
2026-03-07,51735.5,129338.7,181074.2,50103.7,124228.4,174332.1,96.28,2.479
2026-03-08,51727.9,129319.7,181047.6,51368.7,125557.1,176925.8,97.72,2.444
2026-03-09,51718.5,129296.2,181014.7,54168.5,132396.1,186564.6,103.07,2.444
2026-03-10,51707.3,129268.2,180975.5,47835.2,125609.4,173444.6,95.84,2.626
2026-03-11,51694.2,129235.5,180929.8,51689.2,133201.0,184890.1,102.19,2.577
2026-03-12,51679.3,129198.2,180877.5,53141.5,134084.3,187225.9,103.51,2.523
2026-03-13,51662.4,129156.1,180818.5,53422.1,135806.9,189229.0,104.65,2.542
2026-03-14,51643.7,129109.2,180752.9,57469.4,136396.0,193865.4,107.25,2.373
2026-03-15,51623.0,129057.4,180680.4,53615.2,129420.1,183035.3,101.3,2.414
2026-03-16,51600.3,129000.7,180601.0,52669.6,129276.5,181946.0,100.74,2.454
2026-03-17,51575.6,128939.1,180514.7,51531.6,132793.9,184325.4,102.11,2.577
2026-03-18,51549.0,128872.5,180421.5,53131.3,135759.9,188891.1,104.69,2.555
2026-03-19,51520.3,128800.8,180321.1,55638.9,138196.1,193835.0,107.49,2.484
2026-03-20,51489.6,128724.1,180213.7,53493.3,131828.1,185321.4,102.83,2.464
2026-03-21,51456.9,128642.3,180099.2,51464.1,130070.8,181534.9,100.8,2.527
2026-03-22,51422.2,128555.4,179977.5,50844.1,120191.5,171035.6,95.03,2.364
2026-03-23,51385.3,128463.4,179848.7,52103.2,132758.5,184861.8,102.79,2.548
2026-03-24,51346.5,128366.2,179712.7,50537.1,126734.4,177271.5,98.64,2.508
2026-03-25,51305.6,128263.9,179569.5,50987.5,126197.7,177185.2,98.67,2.475
2026-03-26,51262.6,128156.5,179419.2,50658.5,126533.1,177191.5,98.76,2.498
2026-03-27,51217.6,128044.0,179261.6,51524.5,122213.1,173737.6,96.92,2.372
2026-03-28,51170.5,127926.4,179096.9,49674.8,127805.5,177480.3,99.1,2.573
2026-03-29,51121.5,127803.6,178925.1,50485.7,127279.9,177765.6,99.35,2.521
2026-03-30,51070.3,127675.8,178746.1,52878.5,132902.5,185780.9,103.94,2.513
2026-03-31,51017.2,127543.0,178560.1,49417.7,123439.2,172857.0,96.81,2.498
2026-04-01,50962.0,127405.1,178367.1,29519.1,81225.5,110744.6,62.09,2.752
2026-04-02,50904.9,127262.2,178167.1,52387.8,134304.9,186692.7,104.79,2.564
2026-04-03,50845.8,127114.4,177960.2,51942.9,128447.2,180390.1,101.37,2.473
2026-04-04,50784.7,126961.8,177746.5,49755.4,120231.7,169987.1,95.63,2.416
2026-04-05,50721.7,126804.3,177526.0,48694.8,122063.5,170758.2,96.19,2.507
2026-04-06,50656.8,126642.0,177298.8,48035.6,129735.8,177771.4,100.27,2.701
2026-04-07,50590.0,126475.0,177065.0,51485.7,120783.2,172268.9,97.29,2.346
2026-04-08,50521.4,126303.4,176824.8,50618.1,124795.4,175413.5,99.2,2.465
2026-04-09,50450.9,126127.2,176578.1,52290.7,131097.7,183388.4,103.86,2.507
2026-04-10,50378.6,125946.6,176325.2,47997.6,125359.1,173356.6,98.32,2.612
2026-04-11,50304.6,125761.5,176066.1,48089.2,123306.4,171395.6,97.35,2.564
2026-04-12,50228.9,125572.2,175801.0,51521.4,131632.9,183154.2,104.18,2.555
2026-04-13,50151.4,125378.6,175530.0,55391.2,136260.3,191651.5,109.18,2.46
2026-04-14,50072.4,125180.9,175253.3,52859.6,136954.4,189813.9,108.31,2.591
2026-04-15,49991.7,124979.2,174970.9,51445.0,131441.7,182886.8,104.52,2.555
2026-04-16,49909.4,124773.6,174683.0,51155.1,127951.9,179107.1,102.53,2.501
2026-04-17,49825.7,124564.2,174389.9,50454.4,131970.2,182424.6,104.61,2.616
2026-04-18,49740.5,124351.1,174091.6,51408.0,130767.4,182175.4,104.64,2.544
2026-04-19,49653.8,124134.5,173788.4,51794.0,126590.0,178384.0,102.64,2.444
2026-04-20,49565.8,123914.5,173480.3,52845.7,128077.7,180923.4,104.29,2.424
2026-04-21,49476.5,123691.2,173167.7,53112.6,135959.3,189071.9,109.18,2.56
2026-04-22,49385.9,123464.7,172850.6,53294.0,130391.1,183685.1,106.27,2.447
2026-04-23,49294.1,123235.2,172529.3,54292.9,136007.1,190300.1,110.3,2.505
2026-04-24,49201.2,123002.9,172204.0,50004.8,119649.1,169653.9,98.52,2.393
2026-04-25,49107.1,122767.8,171874.9,49127.6,121695.0,170822.6,99.39,2.477
2026-04-26,49012.1,122530.1,171542.2,47495.6,122597.2,170092.8,99.16,2.581
2026-04-27,48916.0,122290.0,171206.1,49728.9,121622.6,171351.5,100.08,2.446
2026-04-28,48819.1,122047.7,170866.8,48477.2,118697.9,167175.1,97.84,2.449
2026-04-29,48721.3,121803.2,170524.5,47851.9,118361.7,166213.7,97.47,2.473
2026-04-30,48622.7,121556.8,170179.5,47273.7,120921.5,168195.2,98.83,2.558
2026-05-01,48523.4,121308.6,169832.1,44540.9,111482.5,156023.4,91.87,2.503
2026-05-02,48423.5,121058.8,169482.3,46805.1,117826.2,164631.2,97.14,2.517
2026-05-03,48323.0,120807.6,169130.6,45319.2,111840.9,157160.2,92.92,2.468
2026-05-04,48222.0,120555.0,168777.1,46357.8,122370.5,168728.2,99.97,2.64
2026-05-05,48120.6,120301.4,168422.0,49033.1,119725.6,168758.7,100.2,2.442
2026-05-06,48018.8,120046.9,168065.7,45932.5,115421.1,161353.6,96.01,2.513
2026-05-07,47916.7,119791.6,167708.3,48675.5,119826.8,168502.2,100.47,2.462
2026-05-08,47814.3,119535.8,167350.1,51367.3,122855.4,174222.7,104.11,2.392
2026-05-09,47711.8,119279.6,166991.4,48556.3,120671.4,169227.7,101.34,2.485
2026-05-10,47609.3,119023.2,166632.5,46983.3,116900.8,163884.1,98.35,2.488
2026-05-11,47506.7,118766.8,166273.5,46144.1,110262.1,156406.2,94.07,2.39
2026-05-12,47404.2,118510.5,165914.8,46569.5,115486.9,162056.4,97.67,2.48
2026-05-13,47301.9,118254.7,165556.5,45008.3,110126.5,155134.8,93.71,2.447
2026-05-14,47199.7,117999.3,165199.0,45045.6,113602.8,158648.4,96.03,2.522
2026-05-15,47097.9,117744.7,164842.6,46452.0,109929.9,156381.9,94.87,2.367
2026-05-16,46996.4,117491.0,164487.4,45048.2,116458.9,161507.1,98.19,2.585
2026-05-17,46895.4,117238.4,164133.8,47294.0,114161.2,161455.2,98.37,2.414
2026-05-18,46794.9,116987.2,163782.0,49520.3,124705.0,174225.4,106.38,2.518
2026-05-19,46694.9,116737.3,163432.3,48793.2,124194.1,172987.3,105.85,2.545
